"","token","n"
"23977","gold hustlah",1
"23978","gold label",1
"23979","gold leave",1
"23980","gold lose",1
"23981","gold love",1
"23982","gold match",1
"23983","gold momma",1
"23984","gold nearly",1
"23985","gold north",1
"23986","gold nuggets",1
"23987","gold share",1
"23988","gold someday",1
"23989","gold soul",1
"23990","gold studios",1
"23991","gold style",1
"23992","gold travel",1
"23993","gold treasure",1
"23994","gold want",1
"23995","gold wealth",1
"23996","golden baton",1
"23997","golden bulletproof",1
"23998","golden dream",1
"23999","golden fiddle",1
"24000","golden flower",1
"24001","golden gate",1
"24002","golden go",1
"24003","golden golden",1
"24004","golden shine",1
"24005","golden shore",1
"24006","golden strand",1
"24007","golden world",1
"24008","golds niggas",1
"24009","golf boss",1
"24010","golf play",1
"24011","golf subpar",1
"24012","goliath believe",1
"24013","goliath die",1
"24014","goliath dieth",1
"24015","golly bathroom",1
"24016","gonads goodie",1
"24017","gonads spell",1
"24018","gonna admit",1
"24019","gonna away",1
"24020","gonna ball",1
"24021","gonna bang",1
"24022","gonna blame",1
"24023","gonna blue",1
"24024","gonna breakin",1
"24025","gonna build",1
"24026","gonna byebye",1
"24027","gonna cause",1
"24028","gonna clip",1
"24029","gonna cool",1
"24030","gonna cough",1
"24031","gonna course",1
"24032","gonna dandy",1
"24033","gonna fireman",1
"24034","gonna flex",1
"24035","gonna funeral",1
"24036","gonna game",1
"24037","gonna good",1
"24038","gonna hang",1
"24039","gonna happen",1
"24040","gonna haunt",1
"24041","gonna heal",1
"24042","gonna hear",1
"24043","gonna horn",1
"24044","gonna hova",1
"24045","gonna kiss",1
"24046","gonna know",1
"24047","gonna limpin",1
"24048","gonna line",1
"24049","gonna little",1
"24050","gonna lonely",1
"24051","gonna make",1
"24052","gonna match",1
"24053","gonna meet",1
"24054","gonna mighty",1
"24055","gonna misery",1
"24056","gonna need",1
"24057","gonna notta",1
"24058","gonna paper",1
"24059","gonna people",1
"24060","gonna plus",1
"24061","gonna press",1
"24062","gonna quit",1
"24063","gonna real",1
"24064","gonna regret",1
"24065","gonna rise",1
"24066","gonna shit",1
"24067","gonna shoot",1
"24068","gonna strong",1
"24069","gonna sweettalk",1
"24070","gonna swing",1
"24071","gonna take",1
"24072","gonna taunt",1
"24073","gonna thing",1
"24074","gonna things",1
"24075","gonna throw",1
"24076","gonna till",1
"24077","gonna time",1
"24078","gonna tonight",1
"24079","gonna trouble",1
"24080","gonna turn",1
"24081","gonna want",1
"24082","gonna watch",1
"24083","gonna weepin",1
"24084","gonna whup",1
"24085","gonna woman",1
"24086","gonna worry",1
"24087","gonna write",1
"24088","gonna years",1
"24089","gonzález little",1
"24090","good admit",1
"24091","good arm",1
"24092","good baby",1
"24093","good believe",1
"24094","good better",1
"24095","good blow",1
"24096","good bouhgt",1
"24097","good bring",1
"24098","good business",1
"24099","good byes",1
"24100","good chair",1
"24101","good cheer",1
"24102","good choose",1
"24103","good come",1
"24104","good company",1
"24105","good condition",1
"24106","good control",1
"24107","good cook",1
"24108","good couldn",1
"24109","good decimal",1
"24110","good delivery",1
"24111","good depend",1
"24112","good doctor",1
"24113","good eminem",1
"24114","good escape",1
"24115","good even",1
"24116","good evil",1
"24117","good fiddle",1
"24118","good floor",1
"24119","good fuck",1
"24120","good game",1
"24121","good go",1
"24122","good golly",1
"24123","good goodnight",1
"24124","good group",1
"24125","good gucci",1
"24126","good halfbreed",1
"24127","good hard",1
"24128","good havin",1
"24129","good hear",1
"24130","good hold",1
"24131","good knowknow",1
"24132","good lean",1
"24133","good make",1
"24134","good mean",1
"24135","good misleadin",1
"24136","good misunderstand",1
"24137","good momma",1
"24138","good musical",1
"24139","good need",1
"24140","good neighbor",1
"24141","good news",1
"24142","good oldies",1
"24143","good peep",1
"24144","good promise",1
"24145","good pucci",1
"24146","good real",1
"24147","good rest",1
"24148","good reward",1
"24149","good riddance",1
"24150","good school",1
"24151","good see",1
"24152","good seven",1
"24153","good shall",1
"24154","good shit",1
"24155","good sister",1
"24156","good size",1
"24157","good slip",1
"24158","good smile",1
"24159","good sound",1
"24160","good spring",1
"24161","good stand",1
"24162","good stave",1
"24163","good steal",1
"24164","good stinc",1
"24165","good sturgill",1
"24166","good sure",1
"24167","good swear",1
"24168","good talkers",1
"24169","good tear",1
"24170","good thing",1
"24171","good think",1
"24172","good tomorrow",1
"24173","good treat",1
"24174","good turn",1
"24175","good waste",1
"24176","good whiskey",1
"24177","good white",1
"24178","good wife",1
"24179","good wish",1
"24180","good woman",1
"24181","good yelawolf",1
"24182","good young",1
"24183","goodbye angry",1
"24184","goodbye baby",1
"24185","goodbye ball",1
"24186","goodbye barely",1
"24187","goodbye believe",1
"24188","goodbye blue",1
"24189","goodbye brush",1
"24190","goodbye come",1
"24191","goodbye cry",1
"24192","goodbye dancers",1
"24193","goodbye darling",1
"24194","goodbye dream",1
"24195","goodbye even",1
"24196","goodbye farewell",1
"24197","goodbye free",1
"24198","goodbye good",1
"24199","goodbye goodluck",1
"24200","goodbye head",1
"24201","goodbye hold",1
"24202","goodbye hour",1
"24203","goodbye inspire",1
"24204","goodbye mean",1
"24205","goodbye moonlight",1
"24206","goodbye need",1
"24207","goodbye prelude",1
"24208","goodbye pretend",1
"24209","goodbye ribbon",1
"24210","goodbye say",1
"24211","goodbye secret",1
"24212","goodbye sleepless",1
"24213","goodbye sock",1
"24214","goodbye soon",1
"24215","goodbye tear",1
"24216","goodbye temptation",1
"24217","goodbye things",1
"24218","goodbye think",1
"24219","goodbye trick",1
"24220","goodbye useless",1
"24221","goodbye wander",1
"24222","goodbye want",1
"24223","goodbye wonderin",1
"24224","goodbye yeah",1
"24225","goodbye youre",1
"24226","goode guitar",1
"24227","goode learn",1
"24228","goode mother",1
"24229","goode tonight",1
"24230","goodie wide",1
"24231","goodies hood",1
"24232","goodluck bless",1
"24233","goodman chick",1
"24234","goodman dialogue",1
"24235","goodnight door",1
"24236","goodnight get",1
"24237","goodnight hardly",1
"24238","goodnight hold",1
"24239","goodnight minute",1
"24240","goodnight pleasant",1
"24241","goodnight school",1
"24242","goodnight sleep",1
"24243","goodnight tire",1
"24244","goods bring",1
"24245","goofy beat",1
"24246","gooseflesh jack",1
"24247","gore prowler",1
"24248","goround steal",1
"24249","gorrell monk",1
"24250","gosh beginner",1
"24251","gosh fortunate",1
"24252","gospel possible",1
"24253","gospel singers",1
"24254","gossip body",1
"24255","gossip flower",1
"24256","gossip voice",1
"24257","gots audio",1
"24258","gots meat",1
"24259","gots woman",1
"24260","gotta away",1
"24261","gotta believe",1
"24262","gotta better",1
"24263","gotta blue",1
"24264","gotta catch",1
"24265","gotta crucify",1
"24266","gotta doodley",1
"24267","gotta drink",1
"24268","gotta early",1
"24269","gotta feelin",1
"24270","gotta feet",1
"24271","gotta gang",1
"24272","gotta help",1
"24273","gotta hurry",1
"24274","gotta legalize",1
"24275","gotta leggo",1
"24276","gotta mean",1
"24277","gotta meet",1
"24278","gotta nigga",1
"24279","gotta paper",1
"24280","gotta party",1
"24281","gotta people",1
"24282","gotta place",1
"24283","gotta pray",1
"24284","gotta promise",1
"24285","gotta rent",1
"24286","gotta rico",1
"24287","gotta shave",1
"24288","gotta somebody",1
"24289","gotta stamp",1
"24290","gotta stick",1
"24291","gotta strong",1
"24292","gotta thumb",1
"24293","gotta time",1
"24294","gotta treat",1
"24295","gotta turn",1
"24296","gottta home",1
"24297","gout paralysis",1
"24298","govern choice",1
"24299","government best",1
"24300","government care",1
"24301","gown shoot",1
"24302","gown speak",1
"24303","graay russian",1
"24304","grab alligator",1
"24305","grab apple",1
"24306","grab arm",1
"24307","grab baby",1
"24308","grab cane",1
"24309","grab china",1
"24310","grab gonads",1
"24311","grab grave",1
"24312","grab haze",1
"24313","grab hold",1
"24314","grab rubber",1
"24315","grab saggin",1
"24316","grab shirt",1
"24317","grab spit",1
"24318","grab submarine",1
"24319","grab telephone",1
"24320","grab tight",1
"24321","grab train",1
"24322","grab wrists",1
"24323","grab yeah",1
"24324","grabba weed",1
"24325","grabbin blind",1
"24326","grabbin leave",1
"24327","graceful swear",1
"24328","gracias wear",1
"24329","gracious host",1
"24330","grade look",1
"24331","grade make",1
"24332","gradient closer",1
"24333","gradually hold",1
"24334","graduate feel",1
"24335","graduation better",1
"24336","graf mind",1
"24337","grain get",1
"24338","grain hood",1
"24339","grain salt",1
"24340","gram know",1
"24341","grammy clutchin",1
"24342","grammys oscars",1
"24343","grams buy",1
"24344","granada envy",1
"24345","granada fall",1
"24346","granada hill",1
"24347","granada live",1
"24348","granada remember",1
"24349","granada today",1
"24350","grand bird",1
"24351","grand cali",1
"24352","grand deal",1
"24353","grand dream",1
"24354","grand illusion",1
"24355","grand long",1
"24356","grand walk",1
"24357","grand want",1
"24358","grand wouldst",1
"24359","granddad calliope",1
"24360","granddad standin",1
"24361","granddad tell",1
"24362","grande hotel",1
"24363","grander time",1
"24364","grandest time",1
"24365","grandfather kiss",1
"24366","grandma hand",1
"24367","grandma wear",1
"24368","grandmom forget",1
"24369","granger run",1
"24370","granny yall",1
"24371","grant come",1
"24372","grant random",1
"24373","grant time",1
"24374","grant tomorrow",1
"24375","grant wise",1
"24376","grapes vine",1
"24377","graphiti tell",1
"24378","grasp array",1
"24379","grasp firmly",1
"24380","grasp shadow",1
"24381","grass swingin",1
"24382","grassy pool",1
"24383","grate right",1
"24384","grateful easy",1
"24385","grateful minute",1
"24386","grateful pleasant",1
"24387","grateful vict",1
"24388","gratitude cause",1
"24389","grave break",1
"24390","grave bury",1
"24391","grave come",1
"24392","grave couldn",1
"24393","grave diamonds",1
"24394","grave drink",1
"24395","grave ghost",1
"24396","grave leave",1
"24397","grave need",1
"24398","grave prayer",1
"24399","grave tear",1
"24400","grave tryna",1
"24401","grave walk",1
"24402","grave wanna",1
"24403","grave warmer",1
"24404","gravel road",1
"24405","graveyard frame",1
"24406","graveyard goin",1
"24407","graveyard lay",1
"24408","graveyard mind",1
"24409","gravitatin hipshakin",1
"24410","gravity brink",1
"24411","gravity naturally",1
"24412","gravy brother",1
"24413","gravy magnolias",1
"24414","graze line",1
"24415","graze mindset",1
"24416","greasy fireman",1
"24417","great book",1
"24418","great bowl",1
"24419","great brave",1
"24420","great busy",1
"24421","great cause",1
"24422","great deal",1
"24423","great divide",1
"24424","great entirely",1
"24425","great expense",1
"24426","great groovy",1
"24427","great hear",1
"24428","great heaven",1
"24429","great hide",1
"24430","great mamma",1
"24431","great morning",1
"24432","great ocean",1
"24433","great pain",1
"24434","great repose",1
"24435","great riches",1
"24436","great romancers",1
"24437","great school",1
"24438","great sixties",1
"24439","great slab",1
"24440","great song",1
"24441","great sorry",1
"24442","great soul",1
"24443","great supper",1
"24444","great sweet",1
"24445","great true",1
"24446","great unclean",1
"24447","great vict",1
"24448","great weather",1
"24449","great white",1
"24450","great world",1
"24451","great wrong",1
"24452","great yeah",1
"24453","greatest create",1
"24454","greatest eye",1
"24455","greatest fear",1
"24456","greatest rapper",1
"24457","greatest story",1
"24458","greatest suppertime",1
"24459","greatest white",1
"24460","greatest wonder",1
"24461","greats salute",1
"24462","greave care",1
"24463","greed churn",1
"24464","greed deep",1
"24465","greed jealousy",1
"24466","greed power",1
"24467","greed remain",1
"24468","greed turn",1
"24469","greedy away",1
"24470","greedy come",1
"24471","greek place",1
"24472","green catch",1
"24473","green christmas",1
"24474","green crack",1
"24475","green defeat",1
"24476","green gang",1
"24477","green grassy",1
"24478","green hard",1
"24479","green leaf",1
"24480","green lemon",1
"24481","green light",1
"24482","green offer",1
"24483","green pasture",1
"24484","green presidents",1
"24485","green restless",1
"24486","green sample",1
"24487","green send",1
"24488","green sing",1
"24489","greeneyed mountain",1
"24490","greensboro homecoming",1
"24491","greet greet",1
"24492","greet hear",1
"24493","greet kiss",1
"24494","greet life",1
"24495","greet meet",1
"24496","greet sensei",1
"24497","greet sigh",1
"24498","greet song",1
"24499","greet sorrow",1
"24500","grey blossom",1
"24501","grey cannon",1
"24502","grey gettin",1
"24503","grey hound",1
"24504","grey nomore",1
"24505","grey right",1
"24506","grey stand",1
"24507","grey sweet",1
"24508","grief bear",1
"24509","grief cause",1
"24510","grief hate",1
"24511","grief hound",1
"24512","grief memories",1
"24513","grief quick",1
"24514","grief sorrow",1
"24515","griefs care",1
"24516","griefs word",1
"24517","grieve cause",1
"24518","grieve come",1
"24519","grieve dear",1
"24520","grieve deceive",1
"24521","grieve help",1
"24522","grieve little",1
"24523","grieve remember",1
"24524","grieve youth",1
"24525","grievin think",1
"24526","grill bake",1
"24527","grill protect",1
"24528","grill shin",1
"24529","grill traffic",1
"24530","grim reaper",1
"24531","grime music",1
"24532","grin contract",1
"24533","grin leave",1
"24534","grin pass",1
"24535","grin toast",1
"24536","grin wipe",1
"24537","grinch steal",1
"24538","grind ax",1
"24539","grind coffee",1
"24540","grind feet",1
"24541","grind finish",1
"24542","grind go",1
"24543","grind gonna",1
"24544","grind grave",1
"24545","grind hightail",1
"24546","grind know",1
"24547","grind knuckle",1
"24548","grind lie",1
"24549","grind lonely",1
"24550","grind long",1
"24551","grind night",1
"24552","grind plan",1
"24553","grind ponder",1
"24554","grind save",1
"24555","grind singin",1
"24556","grind sit",1
"24557","grind smoke",1
"24558","grind strong",1
"24559","grind teach",1
"24560","grind time",1
"24561","grind zero",1
"24562","grindin dirty",1
"24563","grip hate",1
"24564","grip road",1
"24565","grip steer",1
"24566","grip stick",1
"24567","grip take",1
"24568","grip thoughts",1
"24569","grit shut",1
"24570","grit sugarcured",1
"24571","groan boiler",1
"24572","groan like",1
"24573","groove baby",1
"24574","groove guess",1
"24575","groove look",1
"24576","groove play",1
"24577","groove somethin",1
"24578","groovy glutton",1
"24579","groovy grim",1
"24580","ground feel",1
"24581","ground till",1
"24582","group cause",1
"24583","group drop",1
"24584","group frankenstein",1
"24585","group popularity",1
"24586","group shoutout",1
"24587","groupie girl",1
"24588","groupie name",1
"24589","groupies define",1
"24590","groupies okay",1
"24591","grow adults",1
"24592","grow baby",1
"24593","grow believe",1
"24594","grow bloom",1
"24595","grow blue",1
"24596","grow children",1
"24597","grow closer",1
